관리번호,구분명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,설치연월,설치상세장소,구조용품명,담당부서명,담당부서전화번호,데이터기준일자,제공기관코드,제공기관명
인명구조함-9,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 산28-1,35.12179878,129.1243853,2018-07,갈맷길 어울마당1,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-8,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 895-5,35.10227327,129.1091912,2017-07,백운포 방파제3,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-7,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 895-5,35.10227327,129.1091912,2017-07,백운포 방파제2,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-6,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 895-5,35.10227327,129.1091912,2023-05,백운포 방파제1,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-5,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 973-3,35.1295963,129.1172475,2017-07,섶자리1,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-4,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 963,35.13344937,129.1152707,2017-07,용호항매립지3,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-3,인명구조함,부산광역시,남구,부산광역시 남구 분포로 66-11,,35.1307525,129.1177859,2024-05,용호항 방파제3,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-2,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 963,35.13344937,129.1152707,2017-07,용호항매립지2,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
인명구조함-1,인명구조함,부산광역시,남구,,부산광역시 남구 용호동 952,35.13455228,129.1111071,2017-07,용호항매립지1,,안전총괄과,,2024-12-09,3310000,부산광역시 남구
8,인명구조함,부산광역시,연제구,부산광역시 연제구 온천천남로 166,부산광역시 연제구 연산동 459-18,35.18986608,129.1084431,2024-12,안락교 인근 정자 옆,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
7,인명구조함,부산광역시,연제구,부산광역시 연제구 온천천남로 110,부산광역시 연제구 연산동 388-1,35.19075907,129.1006281,2024-12,한양아파트 53동 앞,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
6,인명구조함,부산광역시,연제구,부산광역시 연제구 안연로 33,부산광역시 연제구 연산동 2311,35.19202678,129.0955342,2024-12,연산초 초입,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
5,인명구조함,부산광역시,연제구,부산광역시 연제구 온천천남로 16,부산광역시 연제구 연산동 301-2,35.19277168,129.0924631,2024-12,연신초등학교 인근,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
4,인명구조함,부산광역시,연제구,부산광역시 연제구 거제천로255번가길 33-8,부산광역시 연제구 거제동 1462-9,35.19375806,129.0868484,2024-12,이석교 인근,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
3,인명구조함,부산광역시,연제구,부산광역시 연제구 중앙대로1226번길 76,부산광역시 연제구 거제동 162-2,35.19825381,129.0806094,2024-12,연제교회 인근,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
2,인명구조함,부산광역시,연제구,부산광역시 연제구 신금로23번길 30,부산광역시 연제구 연산동 302-1,35.19248231,129.0931595,2024-12,연신초 뒤,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
1,인명구조함,부산광역시,연제구,부산광역시 연제구 세병로 84,부산광역시 연제구 거제동 1466-24,35.19588064,129.082826,2024-12,세병교 농구장 위,구명환+구명조끼+유도·투척로프 각 1개,녹지공원과,051-665-4981,2025-11-17,3370000,부산광역시 연제구
15,위험표지판,충청북도,증평군,,충청북도 증평군 증평읍 초중리 139-2,36.77363326,127.5801401,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
14,위험표지판,충청북도,증평군,,충청북도 증평군 증평읍 초중리 256,36.7671049,127.579089,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
13,위험표지판,충청북도,증평군,,충청북도 증평군 증평읍 내성리 279,36.77011389,127.588482,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
12,위험표지판,충청북도,증평군,,충청북도 증평군 증평읍 남하리 668-3,36.75263423,127.5989509,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
11,위험표지판,충청북도,증평군,,충청북도 증평군 증평읍 남차리 286-1,36.73576087,127.6277193,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
10,인명구조함,충청북도,증평군,,충청북도 증평군 증평읍 율리 680,36.71725978,127.6257176,2003-12,저수지 데크길 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
9,위험표지판,충청북도,증평군,충청북도 증평군 증평읍 인삼로 23-1,충청북도 증평군 증평읍 송산리 1043,36.78778852,127.5724296,2003-12,수영장 내,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
8,위험표지판,충청북도,증평군,,충청북도 증평군 도안면 송정리 10-2,36.84791078,127.6098314,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
7,인명구조함,충청북도,증평군,충청북도 증평군 도안면 벨포레길 346,,36.84514868,127.5821182,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
6,인명구조함,충청북도,증평군,,충청북도 증평군 도안면  노암리 655-1,36.83449103,127.5954136,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
5,인명구조함,충청북도,증평군,,충청북도 증평군 도안면  노암리 440-1,36.82637648,127.5956849,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
4,위험표지판,충청북도,증평군,,충청북도 증평군 증평읍 미암리 894,36.81784591,127.5857156,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
3,인명구조함,충청북도,증평군,,충청북도 증평군 증평읍 송산리 422-1,36.79785117,127.5765162,2003-12,저수지 주변,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
2,인명구조함,충청북도,증평군,,충청북도 증평군 증평읍 송산리 30-1,36.8047721,127.5784747,2003-12,저수지 보행로,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
1,인명구조함,충청북도,증평군,충청북도 증평군 증평읍 영천길 117-4,충청북도 증평군 증평읍 연탄리 903-1,36.80673175,127.5622237,2003-12,저수지 진입로,,재난안전과,043-835-4714,2025-09-24,5570000,충청북도 증평군
75,인명구조함,경상북도,영천시,,경상북도 영천시 금호읍 신대리 376-1,35.92550988,128.862753,2000-12,금호강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
74,인명구조함,경상북도,영천시,,경상북도 영천시 금호읍 덕성리 250-1,35.92915156,128.8710639,2024-12,금호강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
73,인명구조함,경상북도,영천시,,경상북도 영천시 금호읍 덕성리 276,35.92706824,128.8620555,2024-12,금호강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
72,인명구조함,경상북도,영천시,,경상북도 영천시 금호읍 덕성리 277,35.92632188,128.8617127,2023-01,금호강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
71,위험표지판,경상북도,영천시,,경상북도 영천시 금호읍 덕성리 250-1,35.92915156,128.8710639,2000-12,금호강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
70,인명구조함,경상북도,영천시,,경상북도 영천시 금호읍 덕성리 250-1,35.92915156,128.8710639,2024-12,금호강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
69,위험표지판,경상북도,영천시,경상북도 영천시 오수5길 107,경상북도 영천시 오수동 434-1,35.95248624,128.9199133,2000-12,고향의강하류,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
68,위험표지판,경상북도,영천시,,경상북도 영천시 금호읍 봉죽리 507-1,35.94022727,128.921963,2023-01,거여보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
67,위험표지판,경상북도,영천시,,경상북도 영천시 금호읍 봉죽리 507-1,35.94022727,128.921963,2000-12,거여보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
66,위험표지판,경상북도,영천시,,경상북도 영천시 도동 826,35.94047995,128.9247589,2000-12,거여보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
65,위험표지판,경상북도,영천시,,경상북도 영천시 도동 780-1,35.93426421,128.924797,2000-12,거여보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
64,위험표지판,경상북도,영천시,,경상북도 영천시 도동 777-4,35.93713949,128.9238655,2000-12,거여보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
63,인명구조함,경상북도,영천시,,경상북도 영천시 도동 777-4,35.93713949,128.9238655,2000-12,거여보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
62,위험표지판,경상북도,영천시,,경상북도 영천시 완산동 1034,35.96751622,128.9374443,2000-12,영천강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
61,인명구조함,경상북도,영천시,,경상북도 영천시 완산동 1034,35.96751622,128.9374443,2000-12,영천강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
60,위험표지판,경상북도,영천시,,경상북도 영천시 완산동 1048-3,35.96599118,128.9349587,2000-12,영천강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
59,인명구조함,경상북도,영천시,,경상북도 영천시 완산동 1048-3,35.96599118,128.9349587,2000-12,영천강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
58,위험표지판,경상북도,영천시,,경상북도 영천시 완산동 1048-3,35.96599118,128.9349587,2000-12,영천강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
57,인명구조함,경상북도,영천시,,경상북도 영천시 완산동 1048-3,35.96599118,128.9349587,2000-12,영천강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
56,위험표지판,경상북도,영천시,,경상북도 영천시 창구동 206,35.96672489,128.9332047,2000-12,영천강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
55,인명구조함,경상북도,영천시,,경상북도 영천시 창구동 206,35.96672489,128.9332047,2000-12,영천강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
54,위험표지판,경상북도,영천시,,경상북도 영천시 완산동 1269-1,35.96695219,128.9527347,2000-12,영천강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
53,인명구조함,경상북도,영천시,,경상북도 영천시 완산동 1269-1,35.96695219,128.9527347,2000-12,영천강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
52,위험표지판,경상북도,영천시,,경상북도 영천시 문외동 317,35.97037774,128.938074,2000-12,영천강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
51,인명구조함,경상북도,영천시,,경상북도 영천시 문외동 317,35.97037774,128.938074,2000-12,영천강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
50,위험표지판,경상북도,영천시,,경상북도 영천시 조교동 58-5,35.9661365,128.958296,2000-12,완산보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
49,인명구조함,경상북도,영천시,,경상북도 영천시 조교동 58-5,35.9661365,128.958296,2000-12,완산보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
48,위험표지판,경상북도,영천시,,경상북도 영천시 완산동 110-2,35.963742,128.958365,2000-12,완산보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
47,인명구조함,경상북도,영천시,,경상북도 영천시 완산동 110-2,35.963742,128.958365,2000-12,완산보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
46,위험표지판,경상북도,영천시,,경상북도 영천시 완산동 1269-1,35.96695219,128.9527347,2000-12,완산보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
45,인명구조함,경상북도,영천시,,경상북도 영천시 완산동 1269-1,35.96695219,128.9527347,2000-12,완산보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
44,위험표지판,경상북도,영천시,,경상북도 영천시 고경면 단포리 407-144,35.97816939,128.969821,2000-12,구보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
43,인명구조함,경상북도,영천시,,경상북도 영천시 고경면 단포리 407-144,35.97816939,128.969821,2000-12,구보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
42,위험표지판,경상북도,영천시,경상북도 영천시 화남면 유천길 189-64,경상북도 영천시 화남면 선천리 1446-10,36.04067901,128.8998728,2000-12,선천교,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
41,위험표지판,경상북도,영천시,,경상북도 영천시 화남면 금호리 1237-2,36.06564836,128.9020287,2000-12,학지보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
40,인명구조함,경상북도,영천시,,경상북도 영천시 화남면 금호리 1237-2,36.06564836,128.9020287,2000-12,학지보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
39,인명구조함,경상북도,영천시,,경상북도 영천시 고경면 단포리 407-144,35.97816939,128.969821,2000-12,단포교밑,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
38,위험표지판,경상북도,영천시,,경상북도 영천시 고경면 단포리 407-33,35.97873298,128.9674639,2000-12,단포교밑,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
37,인명구조함,경상북도,영천시,,경상북도 영천시 고경면 단포리 407-33,35.97873298,128.9674639,2000-12,단포교밑,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
36,인명구조함,경상북도,영천시,,경상북도 영천시 고경면 단포리 413-2,35.979841,128.9698164,2000-12,단포교밑,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
35,인명구조함,경상북도,영천시,,경상북도 영천시 고경면 단포리 407-144,35.97816939,128.969821,2000-12,단포교밑,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
34,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 양항리 757-165,36.0237755119,128.9742383244,2000-12,곰들덤보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
33,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 양항리 757-165,36.0237755119,128.9742383244,2000-12,곰들덤보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
32,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 선원리 909-64,36.03846487,128.9767677,2000-12,곰들덤보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
31,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 선원리 909-64,36.03846487,128.9767677,2000-12,곰들덤보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
30,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 선원리 909-64,36.03846487,128.9767677,2000-12,곰들덤보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
29,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 선원리 909-64,36.03846487,128.9767677,2000-12,곰들덤보,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
28,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 선원리 909-64,36.03846487,128.9767677,2000-12,곰들덤보,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
27,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 덕연리 993-13,36.04498253,128.9820644,2000-12,임고강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
26,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 덕연리 164,36.04660482,128.989933,2000-12,임고강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
25,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 덕연리 164,36.04660482,128.989933,2000-12,임고강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
24,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 덕연리 163,36.04626955,128.9919667,2000-12,임고강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
23,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 덕연리 163,36.04626955,128.9919667,2000-12,임고강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
22,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 덕연리 161,36.04597248,128.991878,2000-12,임고강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
21,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 덕연리 161,36.04597248,128.991878,2000-12,임고강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
20,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 덕연리 158,36.046446,128.9928591,2000-12,임고강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
19,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 덕연리 158,36.046446,128.9928591,2000-12,임고강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
18,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 덕연리 153-1,36.0470462,128.9939202,2000-12,임고강변공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
17,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 덕연리 153-1,36.0470462,128.9939202,2000-12,임고강변공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
16,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 삼매리 231-22,36.05482989,129.0120662,2000-12,영천댐하류공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
15,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 231-22,36.05482989,129.0120662,2000-12,영천댐하류공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
14,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 삼매리 1249-1,36.05727231,129.0133505,2000-12,영천댐하류공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
13,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 1249-1,36.05727231,129.0133505,2000-12,영천댐하류공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
12,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 68-35,36.05775242,129.0124508,2000-12,영천댐하류공원,인명구조이동식거치대,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
11,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 68-35,36.05775242,129.0124508,2000-12,영천댐하류공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
10,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 68-35,36.05775242,129.0124508,2000-12,영천댐하류공원,인명구조이동식거치대,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
9,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 68-35,36.05775242,129.0124508,2000-12,영천댐하류공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
8,위험표지판,경상북도,영천시,,경상북도 영천시 임고면 삼매리 1250-1,36.05512055,129.0114346,2000-12,영천댐하류공원,위험표지판,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
7,인명구조함,경상북도,영천시,,경상북도 영천시 임고면 삼매리 1250-1,36.05512055,129.0114346,2000-12,영천댐하류공원,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
6,인명구조함,경상북도,영천시,,경상북도 영천시 신녕면 치산리 산193,36.06343959,128.7319533,2000-12,부산교 밑,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
5,인명구조함,경상북도,영천시,경상북도 영천시 신녕면 치산관광길 323,,36.04693281,128.712821,2000-12,치산계곡,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
4,인명구조함,경상북도,영천시,경상북도 영천시 신녕면 치산관광길 323,,36.04693281,128.712821,2000-12,치산계곡,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
3,인명구조함,경상북도,영천시,,경상북도 영천시 신녕면 치산리 1343-1,36.04637312,128.7139662,2000-12,치산계곡,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
2,인명구조함,경상북도,영천시,,경상북도 영천시 신녕면 치산리 산122-1,36.04811496,128.7142008,2000-12,치산관광지캠핑장,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
1,인명구조함,경상북도,영천시,,경상북도 영천시 신녕면 치산리 산105-1,36.04961576,128.7135166,2000-12,치산관광지캠핑장,인명구조함,안전재난하천과,054-330-6932,2025-11-20,5100000,경상북도 영천시
인명구조함-64,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 상원리 1393,35.68867113,127.7629669,2018-12,요강소,,함양군청 안전총괄과,,2025-12-01,5460000,경상남도 함양군
인명구조함-63,인명구조함,경상남도,함양군,,경상남도 함양군 휴천면 남호리 172-3,35.44165959,127.7718723,2022-12,동호솔숲,,함양군청 안전총괄과,,2025-12-01,5460000,경상남도 함양군
인명구조함-62,인명구조함,경상남도,함양군,,경상남도 함양군 지곡면 창평리 31,35.58247611,127.7879332,2019-12,남강천변,,함양군청 안전총괄과,,2025-12-01,5460000,경상남도 함양군
인명구조함-61,인명구조함,경상남도,함양군,,경상남도 함양군 함양읍 죽곡리 1132-1,35.52984767,127.7134383,2022-12,상림어린이공원,,함양군청 안전총괄과,,2025-12-01,5460000,경상남도 함양군
인명구조함-60,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 삼정리 955,35.34850507,127.6430349,2019-12,휴양림산장 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-59,인명구조함,경상남도,함양군,,경상남도 함양군 함양읍 이은리 1139-45,35.50722749,127.7234171,2017-01,함양주간요양센터 부근 다리 밑,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-58,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 삼정리 511-5,35.3524121,127.6453517,2015-12,한일리조트 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-57,인명구조함,경상남도,함양군,,경상남도 함양군 휴천면 남호리 773-3,35.44026074,127.745383,2020-12,한남마을회관 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-56,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 추성리 499,35.38627657,127.6958505,2014-12,펜션 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-55,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 추성리 490,35.3867495,127.6949011,2021-12,칠선휴게소,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-54,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 추성리 715,35.38726371,127.6951487,2022-12,칠선계곡 주차장 옆,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-53,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 가흥리 1208,35.40583046,127.6523424,2019-12,초록마을 안,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-52,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 초동리 산8-6,35.65899708,127.8661648,2014-12,초동저수지,,한국농어촌공사거창함양지사,,2025-12-01,5460000,경상남도 함양군
인명구조함-51,인명구조함,경상남도,함양군,,경상남도 함양군 지곡면 덕암리 600-1,35.57863137,127.7544517,2012-01,지곡덕암1저수지,,한국농어촌공사거창함양지사,,2025-12-01,5460000,경상남도 함양군
인명구조함-50,인명구조함,경상남도,함양군,,경상남도 함양군 수동면 죽산리 산19-3,35.564914,127.8378182,2013-12,죽산저수지,,한국농어촌공사거창함양지사,,2025-12-01,5460000,경상남도 함양군
인명구조함-49,인명구조함,경상남도,함양군,,경상남도 함양군 서상면 옥산리 1031,35.6642471,127.6784241,2020-12,주택 20m뒤 수난경보시스템 인근,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-48,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 삼정리 273-16,35.36883249,127.6552533,2017-01,정자나무식당 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-47,인명구조함,경상남도,함양군,,경상남도 함양군 휴천면 운서리 4-1,35.43830867,127.7550381,2019-12,임천보,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-46,인명구조함,경상남도,함양군,,경상남도 함양군 마천면 의탄리 815-1,35.40232068,127.6870718,2019-12,의탄교 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-45,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 이전리 468-4,35.61359584,127.8065472,2019-12,율림마을 앞,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-44,인명구조함,경상남도,함양군,,경상남도 함양군 함양읍 백연리 825,35.51911844,127.7220229,2017-01,위천변,,함양군청 안전총괄과,,2025-12-01,5460000,경상남도 함양군
인명구조함-43,인명구조함,경상남도,함양군,,경상남도 함양군 휴천면 월평리 산33-2,35.47234972,127.7126462,2012-01,월평저수지,,한국농어촌공사거창함양지사,,2025-12-01,5460000,경상남도 함양군
인명구조함-42,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 상원리 959-1,35.68320555,127.7666416,2017-01,용추사 일주문,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-41,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 상원리 산16-4,35.6862358,127.7643248,2016-12,용추계곡 용추폭포,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-40,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 상원리 산142-2,35.67889609,127.7712333,2017-01,용추계곡 용소,,함양소방서,,2025-12-01,5460000,경상남도 함양군
인명구조함-39,인명구조함,경상남도,함양군,,경상남도 함양군 안의면 상원리 1393,35.68867113,127.7629669,2017-01,용추계곡 매산나소,,함양소방서,,2025-12-01,5460000,경상남도 함양군
